lot_id,product,line,lot_start_date,planned_release_date,disposition_date,status,batch_size_L,campaign_id
OCT1856,octanate_LV,Line_C,2023-09-01,2023-09-17,2023-09-17,Released,1390,CAMP_2023_09
OCT1857,octanate_LV,Line_C,2023-09-02,2023-09-17,2023-09-15,Released,1940,CAMP_2023_09
FIB1858,fibryga,Line_C,2023-09-02,2023-09-13,2023-09-12,Released,1384,CAMP_2023_09
OCT1859,octanate,Line_B,2023-09-03,2023-09-15,2023-09-16,Released,1281,CAMP_2023_09
OCT1860,octanate_LV,Line_A,2023-09-03,2023-09-12,2023-09-11,Released,1637,CAMP_2023_09
OCT1861,octanate_LV,Line_B,2023-09-03,2023-09-15,2023-09-14,Released,1090,CAMP_2023_09
FIB1862,fibryga,Line_B,2023-09-03,2023-09-11,2023-09-10,Released,1977,CAMP_2023_09
OCT1863,octanate,Line_C,2023-09-04,2023-09-13,2023-09-14,Released,1433,CAMP_2023_09
OCT1864,octanate,Line_B,2023-09-05,2023-09-15,2023-09-16,Released,1683,CAMP_2023_09
OCT1865,octanate_LV,Line_C,2023-09-05,2023-09-20,2023-09-18,Released,577,CAMP_2023_09
FIB1866,fibryga,Line_C,2023-09-05,2023-09-19,2023-09-17,Released,790,CAMP_2023_09
OCT1867,octanate_LV,Line_B,2023-09-06,2023-09-21,2023-09-25,Released,1002,CAMP_2023_09
FIB1868,fibryga,Line_C,2023-09-06,2023-09-21,2023-09-21,Released,1755,CAMP_2023_09
OCT1869,octanate,Line_A,2023-09-07,2023-09-19,2023-09-17,Released,1460,CAMP_2023_09
OCT1870,octanate_LV,Line_B,2023-09-07,2023-09-19,2023-09-19,Released,1092,CAMP_2023_09
OCT1871,octanate_LV,Line_C,2023-09-07,2023-09-23,2023-09-23,Released,625,CAMP_2023_09
OCT1872,octanate,Line_B,2023-09-08,2023-09-24,2023-10-04,Released,668,CAMP_2023_09
OCT1873,octanate,Line_C,2023-09-08,2023-09-16,2023-09-16,Released,1016,CAMP_2023_09
OCT1874,octanate_LV,Line_A,2023-09-08,2023-09-19,2023-09-21,Released,529,CAMP_2023_09
OCT1875,octanate,Line_A,2023-09-09,2023-09-18,2023-09-19,Released,1493,CAMP_2023_09
OCT1876,octanate,Line_B,2023-09-09,2023-09-24,2023-09-24,Released,672,CAMP_2023_09
FIB1877,fibryga,Line_C,2023-09-09,2023-09-23,2023-09-22,Released,931,CAMP_2023_09
OCT1878,octanate,Line_C,2023-09-10,2023-09-21,2023-09-19,Released,607,CAMP_2023_09
OCT1879,octanate_LV,Line_A,2023-09-10,2023-09-23,2023-09-24,Released,1590,CAMP_2023_09
OCT1880,octanate_LV,Line_B,2023-09-10,2023-09-23,2023-09-22,Released,1586,CAMP_2023_09
FIB1881,fibryga,Line_A,2023-09-10,2023-09-24,2023-09-24,Released,1585,CAMP_2023_09
FIB1882,fibryga,Line_C,2023-09-10,2023-09-25,2023-09-26,Released,1750,CAMP_2023_09
OCT1883,octanate,Line_C,2023-09-11,2023-09-22,2023-09-22,Released,1840,CAMP_2023_09
FIB1884,fibryga,Line_A,2023-09-11,2023-09-27,2023-09-27,Released,1887,CAMP_2023_09
FIB1885,fibryga,Line_C,2023-09-11,2023-09-26,2023-09-29,Released,639,CAMP_2023_09
OCT1886,octanate,Line_A,2023-09-12,2023-09-20,2023-09-21,Released,1219,CAMP_2023_09
OCT1887,octanate,Line_B,2023-09-12,2023-09-23,2023-09-24,Released,548,CAMP_2023_09
OCT1888,octanate_LV,Line_A,2023-09-12,2023-09-28,2023-09-27,Released,1727,CAMP_2023_09
FIB1889,fibryga,Line_A,2023-09-12,2023-09-28,2023-10-03,Released,727,CAMP_2023_09
FIB1890,fibryga,Line_C,2023-09-12,2023-09-26,2023-09-24,Released,1808,CAMP_2023_09
FIB1891,fibryga,Line_A,2023-09-13,2023-09-21,2023-09-22,Released,1283,CAMP_2023_09
FIB1892,fibryga,Line_B,2023-09-13,2023-09-20,2023-09-22,Released,864,CAMP_2023_09
OCT1893,octanate_LV,Line_A,2023-09-14,2023-09-28,2023-10-07,Released,947,CAMP_2023_09
OCT1894,octanate_LV,Line_C,2023-09-14,2023-09-28,2023-09-26,Released,571,CAMP_2023_09
FIB1895,fibryga,Line_A,2023-09-14,2023-09-30,2023-10-01,Released,538,CAMP_2023_09
FIB1896,fibryga,Line_C,2023-09-14,2023-09-21,2023-09-22,Released,1045,CAMP_2023_09
OCT1897,octanate,Line_A,2023-09-15,2023-09-27,2023-09-25,Released,1555,CAMP_2023_09
FIB1898,fibryga,Line_B,2023-09-15,2023-09-25,2023-10-05,Released,748,CAMP_2023_09
OCT1899,octanate,Line_B,2023-09-16,2023-09-27,2023-09-25,Released,1248,CAMP_2023_09
OCT1900,octanate_LV,Line_B,2023-09-16,2023-09-30,2023-09-30,Released,1826,CAMP_2023_09
OCT1901,octanate_LV,Line_C,2023-09-16,2023-10-01,2023-10-10,Released,1853,CAMP_2023_09
FIB1902,fibryga,Line_A,2023-09-16,2023-09-29,2023-09-29,Released,1496,CAMP_2023_09
FIB1903,fibryga,Line_B,2023-09-16,2023-09-30,2023-09-29,Released,573,CAMP_2023_09
FIB1904,fibryga,Line_C,2023-09-16,2023-10-02,2023-10-04,Released,629,CAMP_2023_09
FIB1905,fibryga,Line_A,2023-09-17,2023-09-29,2023-10-02,Released,1330,CAMP_2023_09
FIB1906,fibryga,Line_B,2023-09-17,2023-10-02,2023-10-01,Released,1686,CAMP_2023_09
FIB1907,fibryga,Line_C,2023-09-17,2023-09-25,2023-09-30,Released,1501,CAMP_2023_09
OCT1908,octanate_LV,Line_A,2023-09-18,2023-09-27,2023-09-30,Released,1129,CAMP_2023_09
OCT1909,octanate_LV,Line_C,2023-09-18,2023-10-04,2023-10-05,Released,717,CAMP_2023_09
FIB1910,fibryga,Line_A,2023-09-18,2023-10-04,2023-10-03,Released,629,CAMP_2023_09
OCT1911,octanate_LV,Line_A,2023-09-19,2023-10-05,2023-10-05,Released,936,CAMP_2023_09
FIB1912,fibryga,Line_A,2023-09-19,2023-09-27,2023-09-29,Released,844,CAMP_2023_09
OCT1913,octanate,Line_C,2023-09-20,2023-09-28,2023-09-29,Released,823,CAMP_2023_09
OCT1914,octanate_LV,Line_A,2023-09-20,2023-10-04,2023-10-07,Released,867,CAMP_2023_09
FIB1915,fibryga,Line_B,2023-09-20,2023-10-04,2023-10-03,Released,793,CAMP_2023_09
OCT1916,octanate_LV,Line_B,2023-09-21,2023-09-30,2023-09-28,Released,1784,CAMP_2023_09
FIB1917,fibryga,Line_A,2023-09-21,2023-10-04,2023-10-10,Released,893,CAMP_2023_09
FIB1918,fibryga,Line_B,2023-09-21,2023-10-06,2023-10-06,Released,1605,CAMP_2023_09
OCT1919,octanate,Line_C,2023-09-22,2023-09-29,2023-09-30,Released,1903,CAMP_2023_09
FIB1920,fibryga,Line_A,2023-09-22,2023-09-29,2023-10-07,Released,1083,CAMP_2023_09
FIB1921,fibryga,Line_B,2023-09-22,2023-10-03,2023-10-05,Released,588,CAMP_2023_09
FIB1922,fibryga,Line_C,2023-09-22,2023-09-29,2023-09-28,Released,823,CAMP_2023_09
OCT1923,octanate,Line_C,2023-09-23,2023-10-03,2023-10-03,Released,1358,CAMP_2023_09
OCT1924,octanate_LV,Line_A,2023-09-23,2023-10-05,2023-10-06,Released,1167,CAMP_2023_09
OCT1925,octanate_LV,Line_B,2023-09-23,2023-10-03,2023-10-02,Released,1269,CAMP_2023_09
FIB1926,fibryga,Line_A,2023-09-23,2023-10-09,2023-10-10,Released,796,CAMP_2023_09
FIB1927,fibryga,Line_B,2023-09-23,2023-10-09,2023-10-10,Released,1264,CAMP_2023_09
FIB1928,fibryga,Line_C,2023-09-23,2023-10-03,2023-10-03,Released,914,CAMP_2023_09
OCT1929,octanate,Line_A,2023-09-24,2023-10-01,2023-09-29,Released,1074,CAMP_2023_09
OCT1930,octanate,Line_B,2023-09-24,2023-10-08,2023-10-07,Released,1203,CAMP_2023_09
OCT1931,octanate,Line_C,2023-09-24,2023-10-05,2023-10-04,Released,1683,CAMP_2023_09
OCT1932,octanate_LV,Line_C,2023-09-24,2023-10-09,2023-10-08,Released,1711,CAMP_2023_09
FIB1933,fibryga,Line_C,2023-09-24,2023-10-07,2023-10-06,Released,1007,CAMP_2023_09
OCT1934,octanate,Line_A,2023-09-25,2023-10-11,2023-10-12,Released,1674,CAMP_2023_09
OCT1935,octanate_LV,Line_A,2023-09-25,2023-10-09,2023-10-07,Released,1371,CAMP_2023_09
OCT1936,octanate,Line_A,2023-09-26,2023-10-11,2023-10-12,Released,946,CAMP_2023_09
OCT1937,octanate,Line_B,2023-09-26,2023-10-07,2023-10-08,Released,532,CAMP_2023_09
OCT1938,octanate_LV,Line_A,2023-09-26,2023-10-10,2023-10-08,Released,1431,CAMP_2023_09
OCT1939,octanate_LV,Line_C,2023-09-26,2023-10-09,2023-10-11,Released,1783,CAMP_2023_09
OCT1940,octanate,Line_A,2023-09-27,2023-10-09,2023-10-09,Released,1372,CAMP_2023_09
OCT1941,octanate_LV,Line_C,2023-09-27,2023-10-05,2023-10-05,Released,612,CAMP_2023_09
FIB1942,fibryga,Line_C,2023-09-27,2023-10-04,2023-10-12,Released,1453,CAMP_2023_09
OCT1943,octanate,Line_B,2023-09-28,2023-10-07,2023-10-05,Released,1648,CAMP_2023_09
OCT1944,octanate_LV,Line_A,2023-09-28,2023-10-10,2023-10-11,Released,1829,CAMP_2023_09
FIB1945,fibryga,Line_C,2023-09-28,2023-10-08,2023-10-10,Released,1531,CAMP_2023_09
OCT1946,octanate,Line_B,2023-09-29,2023-10-07,2023-10-08,Released,1495,CAMP_2023_09
OCT1947,octanate,Line_A,2023-09-30,2023-10-08,2023-10-10,Released,678,CAMP_2023_09
OCT1948,octanate,Line_B,2023-09-30,2023-10-09,2023-10-10,Released,723,CAMP_2023_09
OCT1949,octanate,Line_C,2023-09-30,2023-10-08,2023-10-09,Released,808,CAMP_2023_09
FIB1950,fibryga,Line_A,2023-09-30,2023-10-15,2023-10-16,Released,1210,CAMP_2023_09
OCT1951,octanate,Line_A,2023-10-01,2023-10-11,2023-10-17,Released,1564,CAMP_2023_10
OCT1952,octanate_LV,Line_A,2023-10-01,2023-10-13,2023-10-14,Released,1437,CAMP_2023_10
OCT1953,octanate_LV,Line_B,2023-10-01,2023-10-10,2023-10-10,Released,851,CAMP_2023_10
FIB1954,fibryga,Line_A,2023-10-01,2023-10-13,2023-10-11,Released,803,CAMP_2023_10
FIB1955,fibryga,Line_B,2023-10-01,2023-10-15,2023-10-14,Released,1957,CAMP_2023_10
OCT1956,octanate,Line_A,2023-10-02,2023-10-11,2023-10-10,Released,830,CAMP_2023_10
OCT1957,octanate,Line_B,2023-10-02,2023-10-09,2023-10-08,Released,1402,CAMP_2023_10
OCT1958,octanate,Line_C,2023-10-02,2023-10-11,2023-10-12,Released,1863,CAMP_2023_10
OCT1959,octanate_LV,Line_A,2023-10-02,2023-10-14,2023-10-24,Released,1605,CAMP_2023_10
FIB1960,fibryga,Line_A,2023-10-02,2023-10-09,2023-10-10,Released,797,CAMP_2023_10
OCT1961,octanate,Line_A,2023-10-03,2023-10-18,2023-10-18,Released,1825,CAMP_2023_10
OCT1962,octanate_LV,Line_A,2023-10-03,2023-10-19,2023-10-20,Released,1193,CAMP_2023_10
FIB1963,fibryga,Line_B,2023-10-03,2023-10-18,2023-10-21,Released,1322,CAMP_2023_10
OCT1964,octanate,Line_A,2023-10-04,2023-10-16,2023-10-19,Released,1745,CAMP_2023_10
OCT1965,octanate_LV,Line_A,2023-10-04,2023-10-15,2023-10-16,Released,1602,CAMP_2023_10
FIB1966,fibryga,Line_C,2023-10-04,2023-10-18,2023-10-19,Released,1865,CAMP_2023_10
OCT1967,octanate,Line_A,2023-10-05,2023-10-14,2023-10-15,Released,1257,CAMP_2023_10
OCT1968,octanate,Line_B,2023-10-05,2023-10-12,2023-10-14,Released,1130,CAMP_2023_10
OCT1969,octanate_LV,Line_B,2023-10-05,2023-10-19,2023-10-20,Released,1406,CAMP_2023_10
OCT1970,octanate_LV,Line_C,2023-10-05,2023-10-18,2023-10-19,Released,785,CAMP_2023_10
FIB1971,fibryga,Line_C,2023-10-05,2023-10-16,2023-10-16,Released,635,CAMP_2023_10
OCT1972,octanate,Line_C,2023-10-06,2023-10-13,2023-10-13,Released,1348,CAMP_2023_10
OCT1973,octanate_LV,Line_A,2023-10-06,2023-10-20,2023-10-19,Released,908,CAMP_2023_10
OCT1974,octanate_LV,Line_B,2023-10-06,2023-10-19,2023-10-21,Released,586,CAMP_2023_10
FIB1975,fibryga,Line_A,2023-10-06,2023-10-22,2023-10-24,Released,959,CAMP_2023_10
FIB1976,fibryga,Line_B,2023-10-06,2023-10-13,2023-10-15,Released,1811,CAMP_2023_10
FIB1977,fibryga,Line_A,2023-10-07,2023-10-15,2023-10-16,Released,636,CAMP_2023_10
FIB1978,fibryga,Line_C,2023-10-07,2023-10-21,2023-10-21,Released,1786,CAMP_2023_10
OCT1979,octanate_LV,Line_A,2023-10-08,2023-10-24,2023-10-31,Released,833,CAMP_2023_10
OCT1980,octanate_LV,Line_C,2023-10-08,2023-10-22,2023-10-21,Released,1231,CAMP_2023_10
FIB1981,fibryga,Line_A,2023-10-08,2023-10-19,2023-10-19,Released,599,CAMP_2023_10
FIB1982,fibryga,Line_B,2023-10-08,2023-10-23,2023-10-21,Released,1552,CAMP_2023_10
FIB1983,fibryga,Line_C,2023-10-08,2023-10-17,2023-10-16,Released,1613,CAMP_2023_10
OCT1984,octanate,Line_A,2023-10-09,2023-10-21,2023-10-21,Released,1055,CAMP_2023_10
OCT1985,octanate_LV,Line_A,2023-10-09,2023-10-25,2023-10-24,Released,526,CAMP_2023_10
OCT1986,octanate_LV,Line_B,2023-10-09,2023-10-20,2023-10-21,Released,1343,CAMP_2023_10
OCT1987,octanate_LV,Line_C,2023-10-09,2023-10-18,2023-10-23,Released,1530,CAMP_2023_10
FIB1988,fibryga,Line_A,2023-10-09,2023-10-19,2023-10-17,Released,1354,CAMP_2023_10
FIB1989,fibryga,Line_C,2023-10-09,2023-10-18,2023-10-19,Released,1213,CAMP_2023_10
OCT1990,octanate,Line_A,2023-10-10,2023-10-22,2023-11-01,Released,1723,CAMP_2023_10
OCT1991,octanate_LV,Line_A,2023-10-10,2023-10-21,2023-10-25,Released,955,CAMP_2023_10
OCT1992,octanate_LV,Line_B,2023-10-10,2023-10-19,2023-10-19,Released,756,CAMP_2023_10
OCT1993,octanate_LV,Line_C,2023-10-10,2023-10-18,2023-10-16,Released,659,CAMP_2023_10
FIB1994,fibryga,Line_A,2023-10-10,2023-10-24,2023-10-22,Released,902,CAMP_2023_10
FIB1995,fibryga,Line_B,2023-10-10,2023-10-25,2023-10-26,Released,743,CAMP_2023_10
OCT1996,octanate,Line_A,2023-10-11,2023-10-22,2023-10-20,Released,753,CAMP_2023_10
OCT1997,octanate,Line_C,2023-10-11,2023-10-21,2023-10-23,Released,559,CAMP_2023_10
OCT1998,octanate_LV,Line_A,2023-10-11,2023-10-22,2023-10-14,Rejected,1221,CAMP_2023_10
OCT1999,octanate_LV,Line_B,2023-10-11,2023-10-26,2023-10-25,Released,1534,CAMP_2023_10
FIB2000,fibryga,Line_A,2023-10-11,2023-10-27,2023-10-26,Released,1965,CAMP_2023_10
FIB2001,fibryga,Line_B,2023-10-11,2023-10-22,2023-10-23,Released,1985,CAMP_2023_10
FIB2002,fibryga,Line_C,2023-10-11,2023-10-21,2023-10-22,Released,1250,CAMP_2023_10
OCT2003,octanate,Line_B,2023-10-12,2023-10-20,2023-10-22,Released,1277,CAMP_2023_10
FIB2004,fibryga,Line_A,2023-10-12,2023-10-26,2023-10-31,Released,1515,CAMP_2023_10
OCT2005,octanate,Line_B,2023-10-13,2023-10-25,2023-10-26,Released,1080,CAMP_2023_10
FIB2006,fibryga,Line_A,2023-10-13,2023-10-26,2023-10-28,Released,886,CAMP_2023_10
OCT2007,octanate,Line_C,2023-10-14,2023-10-21,2023-10-22,Released,1876,CAMP_2023_10
OCT2008,octanate_LV,Line_A,2023-10-14,2023-10-28,2023-10-26,Released,744,CAMP_2023_10
OCT2009,octanate_LV,Line_B,2023-10-14,2023-10-27,2023-10-25,Released,845,CAMP_2023_10
OCT2010,octanate_LV,Line_C,2023-10-14,2023-10-24,2023-10-26,Released,751,CAMP_2023_10
FIB2011,fibryga,Line_A,2023-10-14,2023-10-27,2023-10-27,Released,1961,CAMP_2023_10
OCT2012,octanate_LV,Line_A,2023-10-15,2023-10-31,2023-11-01,Released,1547,CAMP_2023_10
OCT2013,octanate_LV,Line_B,2023-10-15,2023-10-29,2023-11-05,Released,1502,CAMP_2023_10
FIB2014,fibryga,Line_B,2023-10-15,2023-10-23,2023-10-21,Released,1520,CAMP_2023_10
OCT2015,octanate,Line_B,2023-10-16,2023-10-28,2023-10-29,Released,656,CAMP_2023_10
FIB2016,fibryga,Line_A,2023-10-16,2023-10-30,2023-10-30,Released,1610,CAMP_2023_10
FIB2017,fibryga,Line_B,2023-10-16,2023-10-31,2023-10-29,Released,1381,CAMP_2023_10
OCT2018,octanate,Line_A,2023-10-17,2023-10-31,2023-11-02,Released,1406,CAMP_2023_10
OCT2019,octanate,Line_C,2023-10-17,2023-11-01,2023-11-01,Released,1946,CAMP_2023_10
OCT2020,octanate_LV,Line_A,2023-10-17,2023-10-30,2023-11-08,Released,1498,CAMP_2023_10
OCT2021,octanate,Line_C,2023-10-18,2023-10-25,2023-10-26,Released,1710,CAMP_2023_10
OCT2022,octanate_LV,Line_C,2023-10-18,2023-10-29,2023-10-30,Released,1709,CAMP_2023_10
FIB2023,fibryga,Line_A,2023-10-18,2023-10-30,2023-10-31,Released,1780,CAMP_2023_10
FIB2024,fibryga,Line_B,2023-10-18,2023-10-26,2023-10-26,Released,1343,CAMP_2023_10
FIB2025,fibryga,Line_C,2023-10-18,2023-10-28,2023-10-30,Released,1713,CAMP_2023_10
OCT2026,octanate,Line_A,2023-10-19,2023-10-27,2023-10-25,Released,1191,CAMP_2023_10
OCT2027,octanate,Line_B,2023-10-19,2023-11-03,2023-10-26,Rejected,1847,CAMP_2023_10
OCT2028,octanate_LV,Line_C,2023-10-19,2023-11-02,2023-11-02,Released,1273,CAMP_2023_10
FIB2029,fibryga,Line_B,2023-10-19,2023-10-27,2023-10-25,Released,1914,CAMP_2023_10
OCT2030,octanate,Line_A,2023-10-20,2023-11-04,2023-11-04,Released,841,CAMP_2023_10
OCT2031,octanate,Line_C,2023-10-20,2023-11-02,2023-11-03,Released,1597,CAMP_2023_10
OCT2032,octanate_LV,Line_A,2023-10-20,2023-10-31,2023-11-09,Released,962,CAMP_2023_10
OCT2033,octanate,Line_A,2023-10-21,2023-11-06,2023-11-07,Released,1374,CAMP_2023_10
OCT2034,octanate,Line_B,2023-10-21,2023-10-29,2023-10-29,Released,1533,CAMP_2023_10
OCT2035,octanate_LV,Line_C,2023-10-21,2023-11-03,2023-11-05,Released,1875,CAMP_2023_10
FIB2036,fibryga,Line_B,2023-10-21,2023-10-28,2023-10-27,Released,1681,CAMP_2023_10
OCT2037,octanate_LV,Line_A,2023-10-22,2023-11-06,2023-11-07,Released,1659,CAMP_2023_10
OCT2038,octanate_LV,Line_C,2023-10-22,2023-11-01,2023-10-31,Released,992,CAMP_2023_10
FIB2039,fibryga,Line_A,2023-10-22,2023-11-02,2023-11-03,Released,1152,CAMP_2023_10
OCT2040,octanate,Line_C,2023-10-23,2023-11-03,2023-11-03,Released,1906,CAMP_2023_10
OCT2041,octanate_LV,Line_C,2023-10-23,2023-11-02,2023-11-09,Released,1450,CAMP_2023_10
OCT2042,octanate,Line_B,2023-10-24,2023-11-04,2023-11-11,Released,1068,CAMP_2023_10
OCT2043,octanate_LV,Line_A,2023-10-24,2023-10-31,2023-11-01,Released,540,CAMP_2023_10
OCT2044,octanate_LV,Line_B,2023-10-24,2023-11-01,2023-11-03,Released,630,CAMP_2023_10
FIB2045,fibryga,Line_B,2023-10-24,2023-11-01,2023-10-31,Released,983,CAMP_2023_10
FIB2046,fibryga,Line_C,2023-10-24,2023-11-08,2023-11-08,Released,1516,CAMP_2023_10
OCT2047,octanate,Line_B,2023-10-25,2023-11-02,2023-11-02,Released,1174,CAMP_2023_10
FIB2048,fibryga,Line_B,2023-10-25,2023-11-02,2023-11-04,Released,1400,CAMP_2023_10
OCT2049,octanate,Line_B,2023-10-26,2023-11-10,2023-11-08,Released,1148,CAMP_2023_10
OCT2050,octanate_LV,Line_B,2023-10-26,2023-11-06,2023-11-05,Released,1243,CAMP_2023_10
FIB2051,fibryga,Line_A,2023-10-26,2023-11-06,2023-11-09,Released,1856,CAMP_2023_10
FIB2052,fibryga,Line_C,2023-10-26,2023-11-05,2023-11-07,Released,1133,CAMP_2023_10
OCT2053,octanate_LV,Line_C,2023-10-27,2023-11-10,2023-11-11,Released,1023,CAMP_2023_10
FIB2054,fibryga,Line_A,2023-10-27,2023-11-06,2023-11-07,Released,1398,CAMP_2023_10
OCT2055,octanate,Line_C,2023-10-28,2023-11-05,2023-11-06,Released,1464,CAMP_2023_10
OCT2056,octanate_LV,Line_C,2023-10-28,2023-11-10,2023-11-08,Released,828,CAMP_2023_10
FIB2057,fibryga,Line_C,2023-10-28,2023-11-13,2023-11-13,Released,1428,CAMP_2023_10
OCT2058,octanate_LV,Line_A,2023-10-29,2023-11-12,2023-11-11,Released,506,CAMP_2023_10
FIB2059,fibryga,Line_A,2023-10-29,2023-11-06,2023-11-12,Released,1557,CAMP_2023_10
OCT2060,octanate,Line_B,2023-10-30,2023-11-15,2023-11-15,Released,1424,CAMP_2023_10
OCT2061,octanate_LV,Line_B,2023-10-30,2023-11-15,2023-11-15,Released,906,CAMP_2023_10
OCT2062,octanate_LV,Line_C,2023-10-30,2023-11-11,2023-11-13,Released,1668,CAMP_2023_10
FIB2063,fibryga,Line_A,2023-10-30,2023-11-06,2023-11-05,Released,682,CAMP_2023_10
FIB2064,fibryga,Line_C,2023-10-30,2023-11-08,2023-11-17,Released,1729,CAMP_2023_10
OCT2065,octanate,Line_A,2023-10-31,2023-11-08,2023-11-07,Released,1661,CAMP_2023_10
OCT2066,octanate,Line_B,2023-10-31,2023-11-15,2023-11-16,Released,1879,CAMP_2023_10
OCT2067,octanate_LV,Line_A,2023-10-31,2023-11-10,2023-11-12,Released,1089,CAMP_2023_10
OCT2068,octanate_LV,Line_C,2023-10-31,2023-11-13,2023-11-12,Released,1079,CAMP_2023_10
FIB2069,fibryga,Line_B,2023-10-31,2023-11-09,2023-11-08,Released,558,CAMP_2023_10
FIB2070,fibryga,Line_C,2023-10-31,2023-11-11,2023-11-13,Released,1008,CAMP_2023_10
OCT2071,octanate,Line_A,2023-11-01,2023-11-15,2023-11-25,Released,772,CAMP_2023_11
OCT2072,octanate_LV,Line_A,2023-11-01,2023-11-11,2023-11-12,Released,1723,CAMP_2023_11
OCT2073,octanate_LV,Line_B,2023-11-01,2023-11-09,2023-11-07,Released,1181,CAMP_2023_11
FIB2074,fibryga,Line_B,2023-11-01,2023-11-17,2023-11-15,Released,510,CAMP_2023_11
FIB2075,fibryga,Line_C,2023-11-01,2023-11-17,2023-11-18,Released,1874,CAMP_2023_11
OCT2076,octanate,Line_A,2023-11-02,2023-11-17,2023-11-22,Released,1033,CAMP_2023_11
OCT2077,octanate,Line_B,2023-11-02,2023-11-16,2023-11-17,Released,770,CAMP_2023_11
OCT2078,octanate,Line_C,2023-11-02,2023-11-17,2023-11-17,Released,739,CAMP_2023_11
OCT2079,octanate_LV,Line_A,2023-11-02,2023-11-11,2023-11-11,Released,1238,CAMP_2023_11
OCT2080,octanate_LV,Line_C,2023-11-02,2023-11-13,2023-11-13,Released,1558,CAMP_2023_11
FIB2081,fibryga,Line_A,2023-11-02,2023-11-11,2023-11-13,Released,809,CAMP_2023_11
OCT2082,octanate,Line_C,2023-11-03,2023-11-10,2023-11-11,Released,1463,CAMP_2023_11
OCT2083,octanate_LV,Line_A,2023-11-03,2023-11-17,2023-11-18,Released,583,CAMP_2023_11
FIB2084,fibryga,Line_C,2023-11-03,2023-11-12,2023-11-16,Released,917,CAMP_2023_11
OCT2085,octanate,Line_B,2023-11-04,2023-11-13,2023-11-13,Released,1653,CAMP_2023_11
OCT2086,octanate,Line_A,2023-11-05,2023-11-19,2023-11-19,Released,553,CAMP_2023_11
OCT2087,octanate,Line_B,2023-11-05,2023-11-13,2023-11-11,Released,1162,CAMP_2023_11
OCT2088,octanate,Line_C,2023-11-05,2023-11-13,2023-11-14,Released,1429,CAMP_2023_11
OCT2089,octanate_LV,Line_B,2023-11-05,2023-11-12,2023-11-13,Released,1843,CAMP_2023_11
OCT2090,octanate,Line_C,2023-11-06,2023-11-13,2023-11-13,Released,1161,CAMP_2023_11
FIB2091,fibryga,Line_B,2023-11-06,2023-11-17,2023-11-19,Released,682,CAMP_2023_11
FIB2092,fibryga,Line_C,2023-11-06,2023-11-16,2023-11-18,Released,1083,CAMP_2023_11
OCT2093,octanate,Line_C,2023-11-07,2023-11-18,2023-11-19,Released,1135,CAMP_2023_11
OCT2094,octanate_LV,Line_C,2023-11-07,2023-11-15,2023-11-14,Released,1502,CAMP_2023_11
FIB2095,fibryga,Line_B,2023-11-07,2023-11-18,2023-11-19,Released,684,CAMP_2023_11
OCT2096,octanate_LV,Line_B,2023-11-08,2023-11-20,2023-11-19,Released,1826,CAMP_2023_11
FIB2097,fibryga,Line_A,2023-11-08,2023-11-22,2023-11-20,Released,1095,CAMP_2023_11
FIB2098,fibryga,Line_C,2023-11-08,2023-11-22,2023-11-23,Released,1901,CAMP_2023_11
OCT2099,octanate_LV,Line_A,2023-11-09,2023-11-16,2023-11-14,Released,1551,CAMP_2023_11
OCT2100,octanate_LV,Line_B,2023-11-09,2023-11-22,2023-11-23,Released,1853,CAMP_2023_11
FIB2101,fibryga,Line_B,2023-11-09,2023-11-25,2023-11-28,Released,733,CAMP_2023_11
OCT2102,octanate_LV,Line_A,2023-11-10,2023-11-23,2023-11-23,Released,1142,CAMP_2023_11
FIB2103,fibryga,Line_C,2023-11-10,2023-11-19,2023-11-20,Released,1737,CAMP_2023_11
OCT2104,octanate,Line_A,2023-11-11,2023-11-19,2023-11-17,Released,511,CAMP_2023_11
OCT2105,octanate,Line_B,2023-11-11,2023-11-18,2023-11-20,Released,1442,CAMP_2023_11
OCT2106,octanate,Line_A,2023-11-12,2023-11-25,2023-11-23,Released,756,CAMP_2023_11
OCT2107,octanate,Line_B,2023-11-12,2023-11-22,2023-11-25,Released,1925,CAMP_2023_11
OCT2108,octanate_LV,Line_B,2023-11-12,2023-11-21,2023-11-22,Released,1782,CAMP_2023_11
FIB2109,fibryga,Line_B,2023-11-12,2023-11-26,2023-12-05,Released,544,CAMP_2023_11
FIB2110,fibryga,Line_C,2023-11-12,2023-11-21,2023-11-22,Released,1493,CAMP_2023_11
OCT2111,octanate_LV,Line_A,2023-11-13,2023-11-29,2023-11-30,Released,604,CAMP_2023_11
OCT2112,octanate_LV,Line_B,2023-11-13,2023-11-21,2023-11-22,Released,1351,CAMP_2023_11
OCT2113,octanate,Line_A,2023-11-14,2023-11-28,2023-11-29,Released,974,CAMP_2023_11
OCT2114,octanate_LV,Line_B,2023-11-14,2023-11-22,2023-11-24,Released,1469,CAMP_2023_11
OCT2115,octanate_LV,Line_C,2023-11-14,2023-11-30,2023-11-30,Released,1418,CAMP_2023_11
FIB2116,fibryga,Line_B,2023-11-14,2023-11-25,2023-11-26,Released,1204,CAMP_2023_11
OCT2117,octanate,Line_A,2023-11-16,2023-11-29,2023-11-29,Released,1467,CAMP_2023_11
OCT2118,octanate_LV,Line_B,2023-11-16,2023-11-24,2023-11-23,Released,854,CAMP_2023_11
