deviation_id,lot_id,category,severity,description,opened_at,closed_at,capa_flag,assignee,root_cause
DEV00001,OCT1508,OOS_Result,Major,"OOS result: protein_mg_ml = 6.7481 mg/ml (LSL:7.0, USL:10.0)",2023-05-25 06:00:00,2023-08-02 06:00:00,1,QA_Invest_3,Environment
DEV00001,FIB1516,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 253.514 mOsm/kg (LSL:270.0, USL:320.0)",2023-05-28 00:00:00,2023-07-21 00:00:00,1,QA_Invest_3,Personnel
DEV00001,FIB1530,OOS_Result,Minor,"OOS result: protein_mg_ml = 11.0945 mg/ml (LSL:7.0, USL:10.0)",2023-06-01 00:00:00,2023-07-14 00:00:00,0,QA_Invest_1,Environment
DEV00001,OCT1542,OOS_Result,Minor,"OOS result: protein_mg_ml = 12.4735 mg/ml (LSL:7.0, USL:10.0)",2023-06-03 18:00:00,2023-08-17 18:00:00,1,QA_Invest_1,Environment
DEV00001,FIB1543,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9252 mg/ml (LSL:7.0, USL:10.0)",2023-06-04 11:00:00,2023-07-09 11:00:00,1,QA_Invest_2,Material
DEV00001,OCT1554,OOS_Result,Major,"OOS result: assay_percent = 85.1091 % (LSL:95.0, USL:110.0)",2023-06-05 23:00:00,2023-08-09 23:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT1554,OOS_Result,Major,"OOS result: fill_volume_ml = 11.0274 ml (LSL:9.5, USL:10.5)",2023-06-05 15:00:00,2023-09-02 15:00:00,1,MSAT_Lead,Environment
DEV00001,OCT1557,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 353.9662 mOsm/kg (LSL:270.0, USL:320.0)",2023-06-08 17:00:00,2023-08-17 17:00:00,0,QA_Manager,Method
DEV00001,OCT1565,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0124 mg/ml (LSL:7.0, USL:10.0)",2023-06-12 00:00:00,2023-08-27 00:00:00,1,QA_Manager,Material
DEV00001,OCT1566,OOS_Result,Major,"OOS result: protein_mg_ml = 10.1122 mg/ml (LSL:7.0, USL:10.0)",2023-06-12 19:00:00,2023-08-08 19:00:00,1,MSAT_Lead,Equipment
DEV00001,FIB1568,OOS_Result,Major,"OOS result: protein_mg_ml = 11.0216 mg/ml (LSL:7.0, USL:10.0)",2023-06-12 03:00:00,2023-08-02 03:00:00,1,QA_Invest_2,Personnel
DEV00001,OCT1570,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.8378 mg/ml (LSL:7.0, USL:10.0)",2023-06-13 20:00:00,2023-09-07 20:00:00,0,QA_Invest_2,Personnel
DEV00001,OCT1572,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 267.5473 mOsm/kg (LSL:270.0, USL:320.0)",2023-06-15 21:00:00,2023-08-13 21:00:00,0,QA_Invest_3,Environment
DEV00001,OCT1574,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 326.0392 mOsm/kg (LSL:270.0, USL:320.0)",2023-06-15 11:00:00,2023-09-02 11:00:00,1,MSAT_Lead,Environment
DEV00001,OCT1574,OOS_Result,Minor,"OOS result: protein_mg_ml = 12.3921 mg/ml (LSL:7.0, USL:10.0)",2023-06-15 08:00:00,2023-07-12 08:00:00,1,QA_Manager,Personnel
DEV00001,FIB1587,OOS_Result,Minor,"OOS result: endotoxin_eu_ml = 0.5065 EU/ml (LSL:0.0, USL:0.5)",2023-06-20 04:00:00,2023-08-06 04:00:00,0,MSAT_Lead,Equipment
DEV00001,FIB1587,OOS_Result,Minor,"OOS result: protein_mg_ml = 2.9766 mg/ml (LSL:7.0, USL:10.0)",2023-06-20 22:00:00,2023-07-07 22:00:00,1,QA_Manager,Under_Investigation
DEV00001,FIB1599,OOS_Result,Minor,"OOS result: pH = 7.4939 pH (LSL:6.9, USL:7.4)",2023-06-22 04:00:00,2023-07-07 04:00:00,0,QA_Invest_3,Material
DEV00001,OCT1601,OOS_Result,Critical,"OOS result: assay_percent = 94.507 % (LSL:95.0, USL:110.0)",2023-06-23 09:00:00,2023-07-13 09:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT1602,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 322.2798 mOsm/kg (LSL:270.0, USL:320.0)",2023-06-25 10:00:00,2023-08-07 10:00:00,0,QA_Invest_3,Environment
DEV00001,OCT1602,OOS_Result,Critical,"OOS result: protein_mg_ml = 6.5864 mg/ml (LSL:7.0, USL:10.0)",2023-06-25 03:00:00,2023-09-04 03:00:00,1,QA_Manager,Environment
DEV00001,OCT1618,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 320.3932 mOsm/kg (LSL:270.0, USL:320.0)",2023-06-30 11:00:00,2023-07-26 11:00:00,1,QA_Manager,Environment
DEV00001,FIB1620,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 323.3801 mOsm/kg (LSL:270.0, USL:320.0)",2023-06-30 06:00:00,2023-09-19 06:00:00,1,MSAT_Lead,Personnel
DEV00001,FIB1621,OOS_Result,Minor,"OOS result: protein_mg_ml = 2.0592 mg/ml (LSL:7.0, USL:10.0)",2023-06-29 01:00:00,2023-07-13 01:00:00,1,QA_Invest_2,Method
DEV00001,FIB1625,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 324.5048 mOsm/kg (LSL:270.0, USL:320.0)",2023-07-01 17:00:00,2023-07-27 17:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT1626,OOS_Result,Critical,"OOS result: osmolality_mOsm_kg = 242.482 mOsm/kg (LSL:270.0, USL:320.0)",2023-07-02 09:00:00,2023-09-07 09:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT1632,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.9805 ml (LSL:9.5, USL:10.5)",2023-07-01 08:00:00,2023-09-12 08:00:00,0,QA_Manager,Material
DEV00001,OCT1632,OOS_Result,Major,"OOS result: protein_mg_ml = 11.5208 mg/ml (LSL:7.0, USL:10.0)",2023-07-02 06:00:00,2023-09-02 06:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT1634,OOS_Result,Major,"OOS result: protein_mg_ml = 2.3643 mg/ml (LSL:7.0, USL:10.0)",2023-07-04 00:00:00,2023-09-17 00:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT1635,OOS_Result,Minor,"OOS result: pH = 6.6318 pH (LSL:6.9, USL:7.4)",2023-07-02 16:00:00,2023-08-18 16:00:00,1,QA_Invest_2,Equipment
DEV00001,FIB1637,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 321.5225 mOsm/kg (LSL:270.0, USL:320.0)",2023-07-03 06:00:00,2023-09-16 06:00:00,0,QA_Invest_1,Environment
DEV00001,FIB1647,OOS_Result,Minor,"OOS result: pH = 6.5581 pH (LSL:6.9, USL:7.4)",2023-07-06 07:00:00,2023-08-17 07:00:00,1,QA_Invest_3,Environment
DEV00001,OCT1649,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 365.8984 mOsm/kg (LSL:270.0, USL:320.0)",2023-07-07 00:00:00,2023-08-16 00:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB1651,OOS_Result,Major,"OOS result: protein_mg_ml = 2.8084 mg/ml (LSL:7.0, USL:10.0)",2023-07-08 16:00:00,2023-08-30 16:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,OCT1672,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.7767 ml (LSL:9.5, USL:10.5)",2023-07-12 05:00:00,2023-08-04 05:00:00,1,MSAT_Lead,Method
DEV00001,OCT1675,OOS_Result,Minor,"OOS result: assay_percent = 93.6228 % (LSL:95.0, USL:110.0)",2023-07-13 14:00:00,2023-09-24 14:00:00,1,QA_Manager,Equipment
DEV00001,OCT1685,OOS_Result,Minor,"OOS result: protein_mg_ml = 2.8076 mg/ml (LSL:7.0, USL:10.0)",2023-07-18 12:00:00,2023-09-30 12:00:00,1,QA_Invest_1,Material
DEV00001,FIB1686,OOS_Result,Critical,"OOS result: assay_percent = 82.8023 % (LSL:95.0, USL:110.0)",2023-07-16 18:00:00,2023-08-09 18:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT1687,OOS_Result,Minor,"OOS result: endotoxin_eu_ml = 0.5263 EU/ml (LSL:0.0, USL:0.5)",2023-07-21 23:00:00,2023-09-01 23:00:00,0,QA_Invest_3,Under_Investigation
DEV00001,FIB1692,OOS_Result,Major,"OOS result: assay_percent = 122.0413 % (LSL:95.0, USL:110.0)",2023-07-17 22:00:00,2023-08-10 22:00:00,1,QA_Manager,Method
DEV00001,FIB1692,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.4001 mg/ml (LSL:7.0, USL:10.0)",2023-07-20 14:00:00,2023-10-05 14:00:00,0,QA_Invest_3,Method
DEV00001,OCT1706,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 320.3078 mOsm/kg (LSL:270.0, USL:320.0)",2023-07-24 10:00:00,2023-09-14 10:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,OCT1707,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.8892 ml (LSL:9.5, USL:10.5)",2023-07-25 10:00:00,2023-08-29 10:00:00,0,QA_Invest_2,Under_Investigation
DEV00001,OCT1712,OOS_Result,Major,"OOS result: protein_mg_ml = 6.8205 mg/ml (LSL:7.0, USL:10.0)",2023-07-26 10:00:00,2023-10-12 10:00:00,1,QA_Manager,Method
DEV00001,OCT1713,OOS_Result,Critical,"OOS result: protein_mg_ml = 10.9903 mg/ml (LSL:7.0, USL:10.0)",2025-07-15 17:55:35,,1,QA_Invest_3,Under_Investigation
DEV00001,FIB1719,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 328.0625 mOsm/kg (LSL:270.0, USL:320.0)",2023-07-29 23:00:00,2023-10-20 23:00:00,1,QA_Invest_2,Material
DEV00001,OCT1720,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.8404 mg/ml (LSL:7.0, USL:10.0)",2023-07-29 06:00:00,2023-10-17 06:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB1725,OOS_Result,Minor,"OOS result: protein_mg_ml = 2.7071 mg/ml (LSL:7.0, USL:10.0)",2023-07-29 06:00:00,2023-08-23 06:00:00,0,QA_Invest_3,Environment
DEV00001,OCT1728,OOS_Result,Major,"OOS result: fill_volume_ml = 9.3755 ml (LSL:9.5, USL:10.5)",2023-07-30 03:00:00,2023-08-25 03:00:00,1,QA_Invest_1,Material
DEV00001,OCT1729,OOS_Result,Critical,"OOS result: assay_percent = 91.0979 % (LSL:95.0, USL:110.0)",2023-07-30 04:00:00,2023-10-24 04:00:00,1,QA_Invest_3,Equipment
DEV00001,OCT1729,OOS_Result,Major,"OOS result: protein_mg_ml = 14.8478 mg/ml (LSL:7.0, USL:10.0)",2023-07-31 04:00:00,2023-09-04 04:00:00,1,QA_Manager,Material
DEV00001,FIB1734,OOS_Result,Minor,"OOS result: fill_volume_ml = 9.293 ml (LSL:9.5, USL:10.5)",2023-08-01 07:00:00,2023-09-30 07:00:00,1,QA_Manager,Personnel
DEV00001,FIB1735,OOS_Result,Major,"OOS result: fill_volume_ml = 10.9214 ml (LSL:9.5, USL:10.5)",2023-08-01 05:00:00,2023-08-19 05:00:00,1,MSAT_Lead,Material
DEV00001,OCT1736,OOS_Result,Major,"OOS result: protein_mg_ml = 14.5311 mg/ml (LSL:7.0, USL:10.0)",2023-08-01 23:00:00,2023-10-24 23:00:00,1,QA_Invest_1,Equipment
DEV00001,FIB1739,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 320.9473 mOsm/kg (LSL:270.0, USL:320.0)",2023-08-03 20:00:00,2023-10-31 20:00:00,1,QA_Manager,Material
DEV00001,FIB1746,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 332.7279 mOsm/kg (LSL:270.0, USL:320.0)",2023-08-04 08:00:00,2023-09-15 08:00:00,1,QA_Manager,Under_Investigation
DEV00001,OCT1747,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.1546 mg/ml (LSL:7.0, USL:10.0)",2023-08-05 09:00:00,2023-08-31 09:00:00,0,QA_Invest_3,Method
DEV00001,FIB1751,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 266.1722 mOsm/kg (LSL:270.0, USL:320.0)",2023-08-07 17:00:00,2023-09-10 17:00:00,1,QA_Invest_1,Material
DEV00001,OCT1757,OOS_Result,Major,"OOS result: pH = 6.5504 pH (LSL:6.9, USL:7.4)",2023-08-07 17:00:00,2023-09-15 17:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,FIB1760,OOS_Result,Major,"OOS result: assay_percent = 118.1817 % (LSL:95.0, USL:110.0)",2023-08-06 15:00:00,2023-09-04 15:00:00,1,QA_Invest_3,Under_Investigation
DEV00001,OCT1763,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.739 mg/ml (LSL:7.0, USL:10.0)",2023-08-10 12:00:00,2023-09-10 12:00:00,0,QA_Invest_1,Material
DEV00001,OCT1769,OOS_Result,Major,"OOS result: protein_mg_ml = 6.7576 mg/ml (LSL:7.0, USL:10.0)",2025-08-16 17:55:35,,1,QA_Invest_3,Under_Investigation
DEV00001,OCT1773,OOS_Result,Critical,"OOS result: assay_percent = 89.4921 % (LSL:95.0, USL:110.0)",2023-08-11 08:00:00,2023-09-24 08:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT1773,OOS_Result,Critical,"OOS result: protein_mg_ml = 6.9192 mg/ml (LSL:7.0, USL:10.0)",2023-08-11 11:00:00,2023-09-16 11:00:00,1,QA_Manager,Method
DEV00001,OCT1779,OOS_Result,Minor,"OOS result: pH = 7.5808 pH (LSL:6.9, USL:7.4)",2023-08-10 22:00:00,2023-10-02 22:00:00,1,QA_Invest_1,Method
DEV00001,OCT1782,OOS_Result,Major,"OOS result: protein_mg_ml = 10.0679 mg/ml (LSL:7.0, USL:10.0)",2023-08-14 12:00:00,2023-10-09 12:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT1788,OOS_Result,Minor,"OOS result: pH = 6.7866 pH (LSL:6.9, USL:7.4)",2023-08-13 23:00:00,2023-11-03 23:00:00,0,QA_Invest_1,Environment
DEV00001,OCT1792,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 321.9305 mOsm/kg (LSL:270.0, USL:320.0)",2023-08-17 13:00:00,2023-09-18 13:00:00,0,QA_Invest_2,Under_Investigation
DEV00001,FIB1793,OOS_Result,Minor,"OOS result: pH = 6.5784 pH (LSL:6.9, USL:7.4)",2023-08-15 11:00:00,2023-10-16 11:00:00,0,QA_Manager,Method
DEV00001,FIB1797,OOS_Result,Minor,"OOS result: fill_volume_ml = 11.0536 ml (LSL:9.5, USL:10.5)",2023-08-17 10:00:00,2023-09-26 10:00:00,1,QA_Invest_2,Material
DEV00001,FIB1798,OOS_Result,Minor,"OOS result: pH = 6.3597 pH (LSL:6.9, USL:7.4)",2023-08-15 15:00:00,2023-09-28 15:00:00,0,QA_Invest_2,Method
DEV00001,OCT1802,OOS_Result,Major,"OOS result: assay_percent = 118.1946 % (LSL:95.0, USL:110.0)",2023-08-19 16:00:00,2023-11-07 16:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,FIB1803,OOS_Result,Minor,"OOS result: pH = 7.4598 pH (LSL:6.9, USL:7.4)",2023-08-18 04:00:00,2023-09-14 04:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,FIB1806,OOS_Result,Major,"OOS result: assay_percent = 94.5675 % (LSL:95.0, USL:110.0)",2023-08-20 16:00:00,2023-11-03 16:00:00,1,QA_Manager,Material
DEV00001,FIB1806,OOS_Result,Critical,"OOS result: pH = 6.8675 pH (LSL:6.9, USL:7.4)",2025-08-18 17:55:35,,1,MSAT_Lead,Under_Investigation
DEV00001,FIB1807,OOS_Result,Minor,"OOS result: protein_mg_ml = 11.8554 mg/ml (LSL:7.0, USL:10.0)",2023-08-23 01:00:00,2023-11-18 01:00:00,0,QA_Invest_1,Environment
DEV00001,OCT1813,OOS_Result,Major,"OOS result: particulates_per_ml = 67.4238 count/ml (LSL:0.0, USL:50.0)",2023-08-23 00:00:00,2023-10-29 00:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,OCT1819,OOS_Result,Minor,"OOS result: assay_percent = 117.7193 % (LSL:95.0, USL:110.0)",2023-08-24 02:00:00,2023-11-09 02:00:00,1,QA_Manager,Personnel
DEV00001,OCT1824,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 320.1612 mOsm/kg (LSL:270.0, USL:320.0)",2023-08-26 13:00:00,2023-09-20 13:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT1825,OOS_Result,Minor,"OOS result: assay_percent = 112.4578 % (LSL:95.0, USL:110.0)",2023-08-25 11:00:00,2023-09-28 11:00:00,0,QA_Invest_3,Under_Investigation
DEV00001,FIB1827,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 267.4211 mOsm/kg (LSL:270.0, USL:320.0)",2023-08-27 02:00:00,2023-11-02 02:00:00,1,MSAT_Lead,Environment
DEV00001,OCT1828,OOS_Result,Critical,"OOS result: assay_percent = 111.1752 % (LSL:95.0, USL:110.0)",2023-08-26 09:00:00,2023-11-23 09:00:00,1,QA_Manager,Personnel
DEV00001,OCT1833,OOS_Result,Major,"OOS result: protein_mg_ml = 15.5422 mg/ml (LSL:7.0, USL:10.0)",2023-08-28 16:00:00,2023-10-23 16:00:00,1,QA_Invest_3,Method
DEV00001,FIB1834,OOS_Result,Minor,"OOS result: protein_mg_ml = 13.3586 mg/ml (LSL:7.0, USL:10.0)",2023-08-29 02:00:00,2023-10-14 02:00:00,1,MSAT_Lead,Material
DEV00001,OCT1843,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.1804 mg/ml (LSL:7.0, USL:10.0)",2023-08-31 00:00:00,2023-10-17 00:00:00,0,QA_Manager,Environment
DEV00001,FIB1851,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 322.1458 mOsm/kg (LSL:270.0, USL:320.0)",2023-09-02 19:00:00,2023-10-27 19:00:00,1,QA_Manager,Equipment
DEV00001,OCT1860,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 324.9062 mOsm/kg (LSL:270.0, USL:320.0)",2023-09-05 12:00:00,2023-09-25 12:00:00,0,QA_Invest_3,Personnel
DEV00001,OCT1864,OOS_Result,Minor,"OOS result: protein_mg_ml = 5.0931 mg/ml (LSL:7.0, USL:10.0)",2023-09-08 13:00:00,2023-10-01 13:00:00,1,QA_Invest_1,Method
DEV00001,OCT1870,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 239.9545 mOsm/kg (LSL:270.0, USL:320.0)",2023-09-10 03:00:00,2023-10-23 03:00:00,0,MSAT_Lead,Equipment
DEV00001,OCT1872,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 323.0539 mOsm/kg (LSL:270.0, USL:320.0)",2023-09-12 04:00:00,2023-10-31 04:00:00,1,QA_Invest_1,Personnel
DEV00001,OCT1874,OOS_Result,Major,"OOS result: pH = 7.5615 pH (LSL:6.9, USL:7.4)",2023-09-10 10:00:00,2023-09-30 10:00:00,1,QA_Invest_1,Under_Investigation
DEV00001,OCT1875,OOS_Result,Minor,"OOS result: protein_mg_ml = 13.3942 mg/ml (LSL:7.0, USL:10.0)",2023-09-11 12:00:00,2023-10-28 12:00:00,0,QA_Invest_3,Under_Investigation
DEV00001,FIB1881,OOS_Result,Major,"OOS result: pH = 7.7275 pH (LSL:6.9, USL:7.4)",2023-09-12 15:00:00,2023-11-06 15:00:00,1,QA_Invest_2,Environment
DEV00001,FIB1884,OOS_Result,Major,"OOS result: fill_volume_ml = 8.8707 ml (LSL:9.5, USL:10.5)",2023-09-12 04:00:00,2023-10-15 04:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,FIB1884,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.3299 mg/ml (LSL:7.0, USL:10.0)",2023-09-14 07:00:00,2023-10-17 07:00:00,0,MSAT_Lead,Personnel
DEV00001,OCT1899,OOS_Result,Minor,"OOS result: protein_mg_ml = 2.395 mg/ml (LSL:7.0, USL:10.0)",2023-09-19 00:00:00,2023-11-12 00:00:00,1,MSAT_Lead,Equipment
DEV00001,FIB1902,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 322.8964 mOsm/kg (LSL:270.0, USL:320.0)",2023-09-19 02:00:00,2023-11-01 02:00:00,1,QA_Invest_3,Environment
DEV00001,OCT1908,OOS_Result,Major,"OOS result: fill_volume_ml = 8.6949 ml (LSL:9.5, USL:10.5)",2023-09-20 07:00:00,2023-10-27 07:00:00,1,QA_Invest_2,Environment
DEV00001,OCT1909,OOS_Result,Minor,"OOS result: pH = 6.653 pH (LSL:6.9, USL:7.4)",2023-09-20 14:00:00,2023-10-26 14:00:00,1,QA_Invest_1,Environment
DEV00001,FIB1912,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 237.3629 mOsm/kg (LSL:270.0, USL:320.0)",2023-09-21 02:00:00,2023-10-17 02:00:00,1,MSAT_Lead,Method
DEV00001,FIB1912,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.9465 mg/ml (LSL:7.0, USL:10.0)",2023-09-21 20:00:00,2023-11-18 20:00:00,0,MSAT_Lead,Equipment
DEV00001,FIB1922,OOS_Result,Minor,"OOS result: fill_volume_ml = 11.1729 ml (LSL:9.5, USL:10.5)",2023-09-23 11:00:00,2023-10-12 11:00:00,1,QA_Invest_3,Method
DEV00001,OCT1925,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.8779 mg/ml (LSL:7.0, USL:10.0)",2023-09-27 06:00:00,2023-11-07 06:00:00,1,MSAT_Lead,Equipment
DEV00001,OCT1935,OOS_Result,Minor,"OOS result: assay_percent = 122.0958 % (LSL:95.0, USL:110.0)",2023-09-27 02:00:00,2023-10-17 02:00:00,0,QA_Invest_3,Equipment
DEV00001,OCT1938,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.2144 mg/ml (LSL:7.0, USL:10.0)",2023-09-28 21:00:00,2023-12-18 21:00:00,1,QA_Invest_1,Environment
DEV00001,FIB1945,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 323.3849 mOsm/kg (LSL:270.0, USL:320.0)",2023-10-01 08:00:00,2023-11-16 08:00:00,1,QA_Manager,Equipment
DEV00001,FIB1950,OOS_Result,Major,"OOS result: pH = 6.5682 pH (LSL:6.9, USL:7.4)",2023-10-02 10:00:00,2023-11-04 10:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT1951,OOS_Result,Major,"OOS result: protein_mg_ml = 6.334 mg/ml (LSL:7.0, USL:10.0)",2023-10-04 07:00:00,2023-10-25 07:00:00,1,QA_Invest_3,Personnel
DEV00001,OCT1952,OOS_Result,Minor,"OOS result: pH = 7.4467 pH (LSL:6.9, USL:7.4)",2023-10-02 23:00:00,2023-12-21 23:00:00,1,QA_Invest_1,Equipment
DEV00001,OCT1964,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9467 mg/ml (LSL:7.0, USL:10.0)",2023-10-07 06:00:00,2023-11-17 06:00:00,1,QA_Invest_2,Method
DEV00001,FIB1966,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 267.0121 mOsm/kg (LSL:270.0, USL:320.0)",2023-10-07 12:00:00,2023-12-11 12:00:00,1,QA_Manager,Environment
DEV00001,OCT1973,OOS_Result,Major,"OOS result: osmolality_mOsm_kg = 267.2173 mOsm/kg (LSL:270.0, USL:320.0)",2023-10-09 17:00:00,2023-10-28 17:00:00,1,MSAT_Lead,Environment
DEV00001,FIB1978,OOS_Result,Minor,"OOS result: osmolality_mOsm_kg = 322.8591 mOsm/kg (LSL:270.0, USL:320.0)",2023-10-10 01:00:00,2023-12-30 01:00:00,1,QA_Invest_3,Method
DEV00001,OCT1979,OOS_Result,Major,"OOS result: assay_percent = 79.5626 % (LSL:95.0, USL:110.0)",2023-10-10 14:00:00,2023-10-29 14:00:00,1,QA_Invest_3,Material
DEV00001,OCT1979,OOS_Result,Critical,"OOS result: pH = 6.7413 pH (LSL:6.9, USL:7.4)",2023-10-09 04:00:00,2023-12-19 04:00:00,1,QA_Invest_2,Personnel
DEV00001,FIB1981,OOS_Result,Minor,"OOS result: protein_mg_ml = 4.7285 mg/ml (LSL:7.0, USL:10.0)",2023-10-11 05:00:00,2023-12-16 05:00:00,1,QA_Invest_2,Equipment
DEV00001,OCT1984,OOS_Result,Minor,"OOS result: fill_volume_ml = 10.5794 ml (LSL:9.5, USL:10.5)",2023-10-10 13:00:00,2023-10-30 13:00:00,0,QA_Invest_1,Equipment
DEV00001,OCT1998,OOS_Result,Critical,"OOS result: particulates_per_ml = 58.2811 count/ml (LSL:0.0, USL:50.0)",2023-10-14 22:00:00,2023-11-10 22:00:00,1,MSAT_Lead,Under_Investigation
DEV00001,FIB2002,OOS_Result,Major,"OOS result: protein_mg_ml = 10.139 mg/ml (LSL:7.0, USL:10.0)",2023-10-14 12:00:00,2023-12-01 12:00:00,1,QA_Manager,Personnel
DEV00001,OCT2009,OOS_Result,Minor,"OOS result: assay_percent = 89.6743 % (LSL:95.0, USL:110.0)",2023-10-15 00:00:00,2023-12-18 00:00:00,0,QA_Invest_2,Personnel
DEV00001,OCT2009,OOS_Result,Minor,"OOS result: protein_mg_ml = 6.8354 mg/ml (LSL:7.0, USL:10.0)",2023-10-15 22:00:00,2023-12-30 22:00:00,0,MSAT_Lead,Equipment
DEV00001,OCT2013,OOS_Result,Minor,"OOS result: pH = 6.6726 pH (LSL:6.9, USL:7.4)",2023-10-17 19:00:00,2023-11-18 19:00:00,0,MSAT_Lead,Method
DEV00001,OCT2015,OOS_Result,Minor,"OOS result: assay_percent = 113.2682 % (LSL:95.0, USL:110.0)",2023-10-17 20:00:00,2024-01-03 20:00:00,1,QA_Invest_3,Personnel
DEV00001,FIB2017,OOS_Result,Major,"OOS result: protein_mg_ml = 6.9527 mg/ml (LSL:7.0, USL:10.0)",2023-10-19 15:00:00,2023-12-11 15:00:00,1,MSAT_Lead,Material
DEV00001,OCT2018,OOS_Result,Minor,"OOS result: protein_mg_ml = 13.1789 mg/ml (LSL:7.0, USL:10.0)",2023-10-21 17:00:00,2023-11-23 17:00:00,1,QA_Manager,Equipment
DEV00001,OCT2020,OOS_Result,Minor,"OOS result: assay_percent = 93.4812 % (LSL:95.0, USL:110.0)",2023-10-18 00:00:00,2024-01-09 00:00:00,1,QA_Manager,Material
DEV00001,FIB2025,OOS_Result,Minor,"OOS result: particulates_per_ml = 54.713 count/ml (LSL:0.0, USL:50.0)",2023-10-22 08:00:00,2023-11-09 08:00:00,1,QA_Invest_2,Equipment
DEV00001,OCT2027,OOS_Result,Critical,"OOS result: assay_percent = 115.0448 % (LSL:95.0, USL:110.0)",2023-10-21 13:00:00,2023-12-25 13:00:00,1,QA_Invest_2,Under_Investigation
DEV00001,FIB2029,OOS_Result,Minor,"OOS result: pH = 6.4058 pH (LSL:6.9, USL:7.4)",2023-10-20 01:00:00,2023-11-20 01:00:00,0,QA_Invest_2,Material
DEV00001,OCT2031,OOS_Result,Minor,"OOS result: protein_mg_ml = 10.9941 mg/ml (LSL:7.0, USL:10.0)",2023-10-22 11:00:00,2023-12-14 11:00:00,1,QA_Invest_2,Environment
DEV00001,OCT2037,OOS_Result,Major,"OOS result: particulates_per_ml = 60.4559 count/ml (LSL:0.0, USL:50.0)",2023-10-24 00:00:00,2024-01-09 00:00:00,1,QA_Invest_1,Material
DEV00001,FIB2046,OOS_Result,Minor,"OOS result: pH = 6.7073 pH (LSL:6.9, USL:7.4)",2023-10-26 22:00:00,2023-11-25 22:00:00,0,QA_Invest_2,Under_Investigation
