test_id,lot_id,product,line,test_name,sample_date,result_date,review_date,result_value,unit,lsl,usl,oos_flag,reviewer,status,method_id,instrument_id
T0000002,OCT1561,octanate_LV,Line_B,pH,2023-06-06 12:00:00,2023-06-06 17:00:00,2023-06-07 13:00:00,7.0557,pH,6.9,7.4,0,QC_Analyst_C,Reviewed,MPH_001,INST_01
T0000003,OCT1561,octanate_LV,Line_B,osmolality_mOsm_kg,2023-06-06 15:00:00,2023-06-07 22:00:00,2023-06-08 17:00:00,302.0671,mOsm/kg,270.0,320.0,0,QC_Analyst_B,Reviewed,MOSM_001,INST_03
T0000004,OCT1561,octanate_LV,Line_B,fill_volume_ml,2023-06-06 12:00:00,2023-06-06 18:00:00,2023-06-07 09:00:00,10.1507,ml,9.5,10.5,0,QC_Senior_1,Reviewed,MFIL_001,INST_05
T0000005,OCT1561,octanate_LV,Line_B,particulates_per_ml,2023-06-07 03:00:00,2023-06-09 02:00:00,2023-06-09 14:00:00,27.2794,count/ml,0.0,50.0,0,QC_Analyst_A,Reviewed,MPAR_001,INST_03
T0000006,OCT1561,octanate_LV,Line_B,endotoxin_eu_ml,2023-06-07 10:00:00,2023-06-08 19:00:00,2023-06-09 09:00:00,0.1944,EU/ml,0.0,0.5,0,QC_Lead,Reviewed,MEND_001,INST_05
T0000007,OCT1561,octanate_LV,Line_B,protein_mg_ml,2023-06-07 10:00:00,2023-06-08 05:00:00,2023-06-08 22:00:00,9.1087,mg/ml,7.0,10.0,0,QC_Analyst_A,Reviewed,MPRO_001,INST_04
T0000001,OCT1562,octanate,Line_A,assay_percent,2023-06-07 11:00:00,2023-06-07 13:00:00,2023-06-08 10:00:00,102.6682,%,95.0,110.0,0,QC_Analyst_A,Reviewed,MASS_001,INST_02
T0000002,OCT1562,octanate,Line_A,pH,2023-06-07 08:00:00,2023-06-07 12:00:00,2023-06-07 18:00:00,7.1811,pH,6.9,7.4,0,QC_Analyst_B,Reviewed,MPH_001,INST_02
T0000003,OCT1562,octanate,Line_A,osmolality_mOsm_kg,2023-06-08 06:00:00,2023-06-09 08:00:00,2023-06-09 17:00:00,314.9941,mOsm/kg,270.0,320.0,0,QC_Analyst_B,Reviewed,MOSM_001,INST_04
T0000004,OCT1562,octanate,Line_A,fill_volume_ml,2023-06-07 09:00:00,2023-06-07 13:00:00,2023-06-08 13:00:00,9.8501,ml,9.5,10.5,0,QC_Senior_2,Reviewed,MFIL_001,INST_05
T0000005,OCT1562,octanate,Line_A,particulates_per_ml,2023-06-08 03:00:00,2023-06-10 03:00:00,2023-06-10 06:00:00,15.2636,count/ml,0.0,50.0,0,QC_Lead,Reviewed,MPAR_001,INST_03
T0000006,OCT1562,octanate,Line_A,endotoxin_eu_ml,2023-06-07 20:00:00,2023-06-09 03:00:00,2023-06-09 21:00:00,0.1114,EU/ml,0.0,0.5,0,QC_Senior_2,Reviewed,MEND_001,INST_02
T0000007,OCT1562,octanate,Line_A,protein_mg_ml,2023-06-07 22:00:00,2023-06-09 14:00:00,2023-06-10 12:00:00,8.8033,mg/ml,7.0,10.0,0,QC_Senior_2,Reviewed,MPRO_001,INST_01
T0000001,FIB1563,fibryga,Line_A,assay_percent,2023-06-07 12:00:00,2023-06-07 18:00:00,2023-06-08 06:00:00,105.9446,%,95.0,110.0,0,QC_Analyst_C,Reviewed,MASS_001,INST_05
T0000002,FIB1563,fibryga,Line_A,pH,2023-06-07 17:00:00,2023-06-07 21:00:00,2023-06-08 02:00:00,7.1022,pH,6.9,7.4,0,QC_Lead,Reviewed,MPH_001,INST_01
T0000003,FIB1563,fibryga,Line_A,osmolality_mOsm_kg,2023-06-07 16:00:00,2023-06-08 00:00:00,2023-06-08 19:00:00,271.3163,mOsm/kg,270.0,320.0,0,QC_Analyst_A,Reviewed,MOSM_001,INST_03
T0000004,FIB1563,fibryga,Line_A,fill_volume_ml,2023-06-07 18:00:00,2023-06-08 00:00:00,2023-06-08 15:00:00,9.9882,ml,9.5,10.5,0,QC_Analyst_A,Reviewed,MFIL_001,INST_05
T0000005,FIB1563,fibryga,Line_A,particulates_per_ml,2023-06-08 01:00:00,2023-06-09 00:00:00,2023-06-09 07:00:00,23.3462,count/ml,0.0,50.0,0,QC_Senior_2,Reviewed,MPAR_001,INST_01
T0000006,FIB1563,fibryga,Line_A,endotoxin_eu_ml,2023-06-07 13:00:00,2023-06-08 17:00:00,2023-06-09 15:00:00,0.1769,EU/ml,0.0,0.5,0,QC_Analyst_C,Reviewed,MEND_001,INST_04
T0000007,FIB1563,fibryga,Line_A,protein_mg_ml,2023-06-08 08:00:00,2023-06-08 22:00:00,2023-06-09 18:00:00,8.8425,mg/ml,7.0,10.0,0,QC_Analyst_C,Reviewed,MPRO_001,INST_03
T0000001,FIB1564,fibryga,Line_C,assay_percent,2023-06-07 15:00:00,2023-06-07 20:00:00,2023-06-08 08:00:00,101.716,%,95.0,110.0,0,QC_Analyst_B,Reviewed,MASS_001,INST_03
T0000002,FIB1564,fibryga,Line_C,pH,2023-06-07 11:00:00,2023-06-07 17:00:00,2023-06-08 17:00:00,7.0477,pH,6.9,7.4,0,QC_Lead,Reviewed,MPH_001,INST_01
T0000003,FIB1564,fibryga,Line_C,osmolality_mOsm_kg,2023-06-08 09:00:00,2023-06-10 01:00:00,2023-06-10 11:00:00,306.1835,mOsm/kg,270.0,320.0,0,QC_Analyst_B,Reviewed,MOSM_001,INST_04
T0000004,FIB1564,fibryga,Line_C,fill_volume_ml,2023-06-07 11:00:00,2023-06-07 15:00:00,2023-06-08 10:00:00,9.9249,ml,9.5,10.5,0,QC_Senior_1,Reviewed,MFIL_001,INST_03
T0000005,FIB1564,fibryga,Line_C,particulates_per_ml,2023-06-07 13:00:00,2023-06-08 20:00:00,2023-06-09 06:00:00,31.4782,count/ml,0.0,50.0,0,QC_Analyst_A,Reviewed,MPAR_001,INST_05
T0000006,FIB1564,fibryga,Line_C,endotoxin_eu_ml,2023-06-07 18:00:00,2023-06-09 07:00:00,2023-06-09 19:00:00,0.1785,EU/ml,0.0,0.5,0,QC_Analyst_A,Under_Review,MEND_001,INST_04
T0000007,FIB1564,fibryga,Line_C,protein_mg_ml,2023-06-08 06:00:00,2023-06-09 14:00:00,2023-06-10 12:00:00,8.0355,mg/ml,7.0,10.0,0,QC_Lead,Reviewed,MPRO_001,INST_04
T0000001,OCT1565,octanate,Line_C,assay_percent,2023-06-08 15:00:00,2023-06-08 19:00:00,2023-06-08 23:00:00,100.7881,%,95.0,110.0,0,QC_Analyst_C,Reviewed,MASS_001,INST_02
T0000002,OCT1565,octanate,Line_C,pH,2023-06-08 14:00:00,2023-06-08 18:00:00,2023-06-09 12:00:00,7.1426,pH,6.9,7.4,0,QC_Analyst_C,Under_Review,MPH_001,INST_03
T0000003,OCT1565,octanate,Line_C,osmolality_mOsm_kg,2023-06-09 06:00:00,2023-06-10 13:00:00,2023-06-11 07:00:00,297.126,mOsm/kg,270.0,320.0,0,QC_Lead,Reviewed,MOSM_001,INST_04
T0000004,OCT1565,octanate,Line_C,fill_volume_ml,2023-06-08 15:00:00,2023-06-08 21:00:00,2023-06-09 02:00:00,10.2175,ml,9.5,10.5,0,QC_Lead,Reviewed,MFIL_001,INST_03
T0000005,OCT1565,octanate,Line_C,particulates_per_ml,2023-06-09 00:00:00,2023-06-10 20:00:00,2023-06-11 18:00:00,18.6931,count/ml,0.0,50.0,0,QC_Analyst_A,Reviewed,MPAR_001,INST_01
T0000006,OCT1565,octanate,Line_C,endotoxin_eu_ml,2023-06-09 04:00:00,2023-06-09 23:00:00,2023-06-10 15:00:00,0.0,EU/ml,0.0,0.5,0,QC_Analyst_C,Reviewed,MEND_001,INST_02
T0000007,OCT1565,octanate,Line_C,protein_mg_ml,2023-06-08 12:00:00,2023-06-10 11:00:00,2023-06-10 20:00:00,10.0124,mg/ml,7.0,10.0,1,QC_Senior_1,Reviewed,MPRO_001,INST_03
T0000001,OCT1566,octanate_LV,Line_A,assay_percent,2023-06-08 18:00:00,2023-06-08 23:00:00,2023-06-09 06:00:00,102.6381,%,95.0,110.0,0,QC_Senior_2,Reviewed,MASS_001,INST_02
T0000002,OCT1566,octanate_LV,Line_A,pH,2023-06-08 14:00:00,2023-06-08 18:00:00,2023-06-09 15:00:00,7.2115,pH,6.9,7.4,0,QC_Senior_1,Reviewed,MPH_001,INST_05
T0000003,OCT1566,octanate_LV,Line_A,osmolality_mOsm_kg,2023-06-09 10:00:00,2023-06-10 11:00:00,2023-06-11 06:00:00,292.7013,mOsm/kg,270.0,320.0,0,QC_Senior_2,Reviewed,MOSM_001,INST_05
T0000004,OCT1566,octanate_LV,Line_A,fill_volume_ml,2023-06-08 13:00:00,2023-06-08 21:00:00,2023-06-08 22:00:00,10.1045,ml,9.5,10.5,0,QC_Lead,Reviewed,MFIL_001,INST_01
T0000005,OCT1566,octanate_LV,Line_A,particulates_per_ml,2023-06-08 15:00:00,2023-06-09 13:00:00,2023-06-09 21:00:00,19.4911,count/ml,0.0,50.0,0,QC_Lead,Reviewed,MPAR_001,INST_02
T0000006,OCT1566,octanate_LV,Line_A,endotoxin_eu_ml,2023-06-08 18:00:00,2023-06-09 08:00:00,2023-06-09 17:00:00,0.0555,EU/ml,0.0,0.5,0,QC_Lead,Reviewed,MEND_001,INST_01
T0000007,OCT1566,octanate_LV,Line_A,protein_mg_ml,2023-06-09 09:00:00,2023-06-10 22:00:00,2023-06-11 02:00:00,10.1122,mg/ml,7.0,10.0,1,QC_Senior_2,Reviewed,MPRO_001,INST_02
T0000001,OCT1567,octanate_LV,Line_B,assay_percent,2023-06-08 17:00:00,2023-06-08 23:00:00,2023-06-09 15:00:00,106.1138,%,95.0,110.0,0,QC_Senior_2,Reviewed,MASS_001,INST_05
T0000002,OCT1567,octanate_LV,Line_B,pH,2023-06-08 17:00:00,2023-06-08 19:00:00,2023-06-09 02:00:00,7.1182,pH,6.9,7.4,0,QC_Lead,Reviewed,MPH_001,INST_05
T0000003,OCT1567,octanate_LV,Line_B,osmolality_mOsm_kg,2023-06-08 16:00:00,2023-06-09 11:00:00,2023-06-09 13:00:00,286.7728,mOsm/kg,270.0,320.0,0,QC_Lead,Reviewed,MOSM_001,INST_02
T0000004,OCT1567,octanate_LV,Line_B,fill_volume_ml,2023-06-08 11:00:00,2023-06-08 13:00:00,2023-06-09 09:00:00,10.1021,ml,9.5,10.5,0,QC_Senior_2,Reviewed,MFIL_001,INST_03
T0000005,OCT1567,octanate_LV,Line_B,particulates_per_ml,2023-06-09 06:00:00,2023-06-10 12:00:00,2023-06-11 04:00:00,18.0549,count/ml,0.0,50.0,0,QC_Analyst_C,Under_Review,MPAR_001,INST_03
T0000006,OCT1567,octanate_LV,Line_B,endotoxin_eu_ml,2023-06-09 07:00:00,2023-06-11 04:00:00,2023-06-11 05:00:00,0.1678,EU/ml,0.0,0.5,0,QC_Lead,Reviewed,MEND_001,INST_03
T0000007,OCT1567,octanate_LV,Line_B,protein_mg_ml,2023-06-08 17:00:00,2023-06-09 09:00:00,2023-06-09 18:00:00,8.6533,mg/ml,7.0,10.0,0,QC_Lead,Reviewed,MPRO_001,INST_02
T0000001,FIB1568,fibryga,Line_A,assay_percent,2023-06-08 16:00:00,2023-06-09 00:00:00,2023-06-09 04:00:00,103.9175,%,95.0,110.0,0,QC_Senior_1,Reviewed,MASS_001,INST_02
T0000002,FIB1568,fibryga,Line_A,pH,2023-06-08 10:00:00,2023-06-08 12:00:00,2023-06-08 20:00:00,7.2658,pH,6.9,7.4,0,QC_Analyst_C,Reviewed,MPH_001,INST_04
T0000003,FIB1568,fibryga,Line_A,osmolality_mOsm_kg,2023-06-09 06:00:00,2023-06-10 00:00:00,2023-06-10 11:00:00,306.8172,mOsm/kg,270.0,320.0,0,QC_Senior_1,Reviewed,MOSM_001,INST_02
T0000004,FIB1568,fibryga,Line_A,fill_volume_ml,2023-06-08 11:00:00,2023-06-08 17:00:00,2023-06-08 21:00:00,9.8926,ml,9.5,10.5,0,QC_Analyst_B,Reviewed,MFIL_001,INST_03
T0000005,FIB1568,fibryga,Line_A,particulates_per_ml,2023-06-08 16:00:00,2023-06-10 15:00:00,2023-06-11 14:00:00,26.2204,count/ml,0.0,50.0,0,QC_Analyst_C,Under_Review,MPAR_001,INST_04
T0000006,FIB1568,fibryga,Line_A,endotoxin_eu_ml,2023-06-08 17:00:00,2023-06-09 06:00:00,2023-06-09 09:00:00,0.232,EU/ml,0.0,0.5,0,QC_Lead,Reviewed,MEND_001,INST_02
T0000007,FIB1568,fibryga,Line_A,protein_mg_ml,2023-06-08 13:00:00,2023-06-10 05:00:00,2023-06-10 10:00:00,11.0216,mg/ml,7.0,10.0,1,QC_Analyst_C,Reviewed,MPRO_001,INST_04
T0000001,OCT1569,octanate,Line_A,assay_percent,2023-06-09 12:00:00,2023-06-09 16:00:00,2023-06-10 16:00:00,99.3542,%,95.0,110.0,0,QC_Analyst_C,Reviewed,MASS_001,INST_02
T0000002,OCT1569,octanate,Line_A,pH,2023-06-09 12:00:00,2023-06-09 15:00:00,2023-06-10 10:00:00,7.1694,pH,6.9,7.4,0,QC_Analyst_B,Reviewed,MPH_001,INST_03
T0000003,OCT1569,octanate,Line_A,osmolality_mOsm_kg,2023-06-09 13:00:00,2023-06-11 13:00:00,2023-06-11 17:00:00,275.0148,mOsm/kg,270.0,320.0,0,QC_Senior_2,Reviewed,MOSM_001,INST_05
T0000004,OCT1569,octanate,Line_A,fill_volume_ml,2023-06-09 11:00:00,2023-06-09 13:00:00,2023-06-10 08:00:00,10.133,ml,9.5,10.5,0,QC_Senior_2,Reviewed,MFIL_001,INST_05
T0000005,OCT1569,octanate,Line_A,particulates_per_ml,2023-06-10 06:00:00,2023-06-11 06:00:00,2023-06-11 18:00:00,13.9915,count/ml,0.0,50.0,0,QC_Senior_2,Reviewed,MPAR_001,INST_05
T0000006,OCT1569,octanate,Line_A,endotoxin_eu_ml,2023-06-10 02:00:00,2023-06-10 19:00:00,2023-06-11 07:00:00,0.2462,EU/ml,0.0,0.5,0,QC_Lead,Reviewed,MEND_001,INST_01
T0000007,OCT1569,octanate,Line_A,protein_mg_ml,2023-06-09 21:00:00,2023-06-11 12:00:00,2023-06-11 21:00:00,7.8803,mg/ml,7.0,10.0,0,QC_Analyst_B,Reviewed,MPRO_001,INST_04
T0000001,OCT1570,octanate_LV,Line_C,assay_percent,2023-06-09 11:00:00,2023-06-09 16:00:00,2023-06-10 00:00:00,97.7703,%,95.0,110.0,0,QC_Senior_2,Reviewed,MASS_001,INST_03
T0000002,OCT1570,octanate_LV,Line_C,pH,2023-06-09 12:00:00,2023-06-09 16:00:00,2023-06-09 20:00:00,7.1123,pH,6.9,7.4,0,QC_Analyst_C,Reviewed,MPH_001,INST_03
T0000003,OCT1570,octanate_LV,Line_C,osmolality_mOsm_kg,2023-06-10 03:00:00,2023-06-11 06:00:00,2023-06-11 23:00:00,276.2941,mOsm/kg,270.0,320.0,0,QC_Analyst_C,Reviewed,MOSM_001,INST_02
T0000004,OCT1570,octanate_LV,Line_C,fill_volume_ml,2023-06-09 17:00:00,2023-06-09 23:00:00,2023-06-10 16:00:00,10.1627,ml,9.5,10.5,0,QC_Analyst_C,Reviewed,MFIL_001,INST_01
T0000005,OCT1570,octanate_LV,Line_C,particulates_per_ml,2023-06-10 05:00:00,2023-06-12 04:00:00,2023-06-12 12:00:00,4.2835,count/ml,0.0,50.0,0,QC_Analyst_A,Reviewed,MPAR_001,INST_05
T0000006,OCT1570,octanate_LV,Line_C,endotoxin_eu_ml,2023-06-09 21:00:00,2023-06-10 14:00:00,2023-06-10 17:00:00,0.1514,EU/ml,0.0,0.5,0,QC_Analyst_B,Reviewed,MEND_001,INST_05
T0000007,OCT1570,octanate_LV,Line_C,protein_mg_ml,2023-06-10 07:00:00,2023-06-11 22:00:00,2023-06-12 09:00:00,6.8378,mg/ml,7.0,10.0,1,QC_Analyst_B,Reviewed,MPRO_001,INST_04
T0000001,OCT1571,octanate_LV,Line_B,assay_percent,2023-06-10 08:00:00,2023-06-10 15:00:00,2023-06-11 06:00:00,101.6032,%,95.0,110.0,0,QC_Analyst_C,Reviewed,MASS_001,INST_02
T0000002,OCT1571,octanate_LV,Line_B,pH,2023-06-10 08:00:00,2023-06-10 12:00:00,2023-06-10 16:00:00,7.2815,pH,6.9,7.4,0,QC_Analyst_A,Reviewed,MPH_001,INST_05
T0000003,OCT1571,octanate_LV,Line_B,osmolality_mOsm_kg,2023-06-11 09:00:00,2023-06-12 06:00:00,2023-06-12 15:00:00,304.3278,mOsm/kg,270.0,320.0,0,QC_Senior_1,Reviewed,MOSM_001,INST_02
T0000004,OCT1571,octanate_LV,Line_B,fill_volume_ml,2023-06-10 13:00:00,2023-06-10 16:00:00,2023-06-10 18:00:00,9.9205,ml,9.5,10.5,0,QC_Senior_2,Reviewed,MFIL_001,INST_02
T0000005,OCT1571,octanate_LV,Line_B,particulates_per_ml,2023-06-11 03:00:00,2023-06-11 14:00:00,2023-06-12 12:00:00,17.3003,count/ml,0.0,50.0,0,QC_Analyst_B,Reviewed,MPAR_001,INST_05
T0000006,OCT1571,octanate_LV,Line_B,endotoxin_eu_ml,2023-06-11 05:00:00,2023-06-13 05:00:00,2023-06-13 23:00:00,0.1509,EU/ml,0.0,0.5,0,QC_Analyst_B,Reviewed,MEND_001,INST_03
T0000007,OCT1571,octanate_LV,Line_B,protein_mg_ml,2023-06-10 17:00:00,2023-06-11 07:00:00,2023-06-11 08:00:00,8.8781,mg/ml,7.0,10.0,0,QC_Analyst_B,Under_Review,MPRO_001,INST_04
T0000001,OCT1572,octanate_LV,Line_C,assay_percent,2023-06-11 11:00:00,2023-06-11 15:00:00,2023-06-12 13:00:00,98.6728,%,95.0,110.0,0,QC_Analyst_B,Under_Review,MASS_001,INST_02
T0000002,OCT1572,octanate_LV,Line_C,pH,2023-06-11 08:00:00,2023-06-11 10:00:00,2023-06-12 03:00:00,7.1974,pH,6.9,7.4,0,QC_Analyst_C,Reviewed,MPH_001,INST_01
T0000003,OCT1572,octanate_LV,Line_C,osmolality_mOsm_kg,2023-06-12 05:00:00,2023-06-13 22:00:00,2023-06-14 10:00:00,267.5473,mOsm/kg,270.0,320.0,1,QC_Lead,Reviewed,MOSM_001,INST_01
T0000004,OCT1572,octanate_LV,Line_C,fill_volume_ml,2023-06-11 14:00:00,2023-06-11 16:00:00,2023-06-11 20:00:00,9.9555,ml,9.5,10.5,0,QC_Analyst_C,Reviewed,MFIL_001,INST_01
T0000005,OCT1572,octanate_LV,Line_C,particulates_per_ml,2023-06-12 03:00:00,2023-06-13 22:00:00,2023-06-14 06:00:00,14.375,count/ml,0.0,50.0,0,QC_Analyst_A,Reviewed,MPAR_001,INST_02
T0000006,OCT1572,octanate_LV,Line_C,endotoxin_eu_ml,2023-06-11 18:00:00,2023-06-13 15:00:00,2023-06-14 15:00:00,0.1817,EU/ml,0.0,0.5,0,QC_Analyst_C,Reviewed,MEND_001,INST_03
T0000007,OCT1572,octanate_LV,Line_C,protein_mg_ml,2023-06-11 18:00:00,2023-06-12 14:00:00,2023-06-13 00:00:00,8.5181,mg/ml,7.0,10.0,0,QC_Analyst_A,Reviewed,MPRO_001,INST_04
T0000001,FIB1573,fibryga,Line_B,assay_percent,2023-06-11 08:00:00,2023-06-11 15:00:00,2023-06-11 16:00:00,98.5644,%,95.0,110.0,0,QC_Senior_2,Reviewed,MASS_001,INST_02
T0000002,FIB1573,fibryga,Line_B,pH,2023-06-11 08:00:00,2023-06-11 12:00:00,2023-06-11 17:00:00,7.0712,pH,6.9,7.4,0,QC_Lead,Under_Review,MPH_001,INST_01
T0000003,FIB1573,fibryga,Line_B,osmolality_mOsm_kg,2023-06-11 12:00:00,2023-06-13 11:00:00,2023-06-14 08:00:00,302.3842,mOsm/kg,270.0,320.0,0,QC_Senior_1,Reviewed,MOSM_001,INST_04
T0000004,FIB1573,fibryga,Line_B,fill_volume_ml,2023-06-11 09:00:00,2023-06-11 12:00:00,2023-06-11 17:00:00,10.0381,ml,9.5,10.5,0,QC_Lead,Reviewed,MFIL_001,INST_04
T0000005,FIB1573,fibryga,Line_B,particulates_per_ml,2023-06-12 12:00:00,2023-06-13 06:00:00,2023-06-13 16:00:00,13.7936,count/ml,0.0,50.0,0,QC_Senior_2,Reviewed,MPAR_001,INST_04
T0000006,FIB1573,fibryga,Line_B,endotoxin_eu_ml,2023-06-11 15:00:00,2023-06-12 07:00:00,2023-06-12 10:00:00,0.126,EU/ml,0.0,0.5,0,QC_Senior_1,Reviewed,MEND_001,INST_05
T0000007,FIB1573,fibryga,Line_B,protein_mg_ml,2023-06-12 06:00:00,2023-06-13 17:00:00,2023-06-14 13:00:00,9.0569,mg/ml,7.0,10.0,0,QC_Analyst_C,Reviewed,MPRO_001,INST_05
T0000001,OCT1574,octanate,Line_A,assay_percent,2023-06-12 14:00:00,2023-06-12 22:00:00,2023-06-13 20:00:00,101.0505,%,95.0,110.0,0,QC_Analyst_B,Under_Review,MASS_001,INST_03
T0000002,OCT1574,octanate,Line_A,pH,2023-06-12 16:00:00,2023-06-12 22:00:00,2023-06-13 10:00:00,7.143,pH,6.9,7.4,0,QC_Senior_1,Reviewed,MPH_001,INST_01
T0000003,OCT1574,octanate,Line_A,osmolality_mOsm_kg,2023-06-12 23:00:00,2023-06-13 16:00:00,2023-06-14 10:00:00,326.0392,mOsm/kg,270.0,320.0,1,QC_Senior_2,Reviewed,MOSM_001,INST_05
T0000004,OCT1574,octanate,Line_A,fill_volume_ml,2023-06-12 15:00:00,2023-06-12 19:00:00,2023-06-12 23:00:00,9.8364,ml,9.5,10.5,0,QC_Analyst_A,Reviewed,MFIL_001,INST_05
T0000005,OCT1574,octanate,Line_A,particulates_per_ml,2023-06-12 13:00:00,2023-06-13 00:00:00,2023-06-13 12:00:00,5.6482,count/ml,0.0,50.0,0,QC_Analyst_B,Reviewed,MPAR_001,INST_04
T0000006,OCT1574,octanate,Line_A,endotoxin_eu_ml,2023-06-12 13:00:00,2023-06-13 04:00:00,2023-06-14 02:00:00,0.1892,EU/ml,0.0,0.5,0,QC_Senior_1,Reviewed,MEND_001,INST_04
T0000007,OCT1574,octanate,Line_A,protein_mg_ml,2023-06-12 23:00:00,2023-06-13 12:00:00,2023-06-13 13:00:00,12.3921,mg/ml,7.0,10.0,1,QC_Senior_2,Reviewed,MPRO_001,INST_03
T0000001,OCT1575,octanate,Line_B,assay_percent,2023-06-12 09:00:00,2023-06-12 15:00:00,2023-06-13 07:00:00,101.6089,%,95.0,110.0,0,QC_Analyst_B,Reviewed,MASS_001,INST_04
T0000002,OCT1575,octanate,Line_B,pH,2023-06-12 16:00:00,2023-06-13 00:00:00,2023-06-13 03:00:00,7.0875,pH,6.9,7.4,0,QC_Analyst_C,Reviewed,MPH_001,INST_04
T0000003,OCT1575,octanate,Line_B,osmolality_mOsm_kg,2023-06-12 19:00:00,2023-06-13 06:00:00,2023-06-13 12:00:00,296.8824,mOsm/kg,270.0,320.0,0,QC_Analyst_A,Reviewed,MOSM_001,INST_02
T0000004,OCT1575,octanate,Line_B,fill_volume_ml,2023-06-12 12:00:00,2023-06-12 15:00:00,2023-06-13 07:00:00,10.2898,ml,9.5,10.5,0,QC_Analyst_A,Reviewed,MFIL_001,INST_05
T0000005,OCT1575,octanate,Line_B,particulates_per_ml,2023-06-13 09:00:00,2023-06-15 02:00:00,2023-06-15 04:00:00,22.6336,count/ml,0.0,50.0,0,QC_Lead,Reviewed,MPAR_001,INST_02
T0000006,OCT1575,octanate,Line_B,endotoxin_eu_ml,2023-06-13 00:00:00,2023-06-13 17:00:00,2023-06-14 01:00:00,0.1931,EU/ml,0.0,0.5,0,QC_Senior_1,Reviewed,MEND_001,INST_03
T0000007,OCT1575,octanate,Line_B,protein_mg_ml,2023-06-13 05:00:00,2023-06-14 00:00:00,2023-06-14 22:00:00,7.367,mg/ml,7.0,10.0,0,QC_Analyst_B,Reviewed,MPRO_001,INST_03
T0000001,FIB1576,fibryga,Line_B,assay_percent,2023-06-12 10:00:00,2023-06-12 18:00:00,2023-06-13 07:00:00,99.2768,%,95.0,110.0,0,QC_Lead,Reviewed,MASS_001,INST_04
T0000002,FIB1576,fibryga,Line_B,pH,2023-06-12 12:00:00,2023-06-12 15:00:00,2023-06-12 18:00:00,6.9229,pH,6.9,7.4,0,QC_Analyst_C,Reviewed,MPH_001,INST_05
T0000003,FIB1576,fibryga,Line_B,osmolality_mOsm_kg,2023-06-12 13:00:00,2023-06-13 10:00:00,2023-06-13 23:00:00,290.2874,mOsm/kg,270.0,320.0,0,QC_Lead,Reviewed,MOSM_001,INST_03
T0000004,FIB1576,fibryga,Line_B,fill_volume_ml,2023-06-12 08:00:00,2023-06-12 16:00:00,2023-06-12 23:00:00,10.1935,ml,9.5,10.5,0,QC_Analyst_C,Reviewed,MFIL_001,INST_04
T0000005,FIB1576,fibryga,Line_B,particulates_per_ml,2023-06-13 00:00:00,2023-06-13 16:00:00,2023-06-13 22:00:00,20.8085,count/ml,0.0,50.0,0,QC_Senior_1,Reviewed,MPAR_001,INST_03
T0000006,FIB1576,fibryga,Line_B,endotoxin_eu_ml,2023-06-13 08:00:00,2023-06-14 20:00:00,2023-06-15 15:00:00,0.1389,EU/ml,0.0,0.5,0,QC_Analyst_C,Reviewed,MEND_001,INST_02
T0000007,FIB1576,fibryga,Line_B,protein_mg_ml,2023-06-12 21:00:00,2023-06-13 15:00:00,2023-06-14 14:00:00,8.4822,mg/ml,7.0,10.0,0,QC_Senior_1,Reviewed,MPRO_001,INST_02
T0000001,OCT1577,octanate,Line_A,assay_percent,2023-06-13 11:00:00,2023-06-13 15:00:00,2023-06-14 11:00:00,100.5711,%,95.0,110.0,0,QC_Analyst_A,Reviewed,MASS_001,INST_02
T0000002,OCT1577,octanate,Line_A,pH,2023-06-13 13:00:00,2023-06-13 15:00:00,2023-06-14 11:00:00,7.1664,pH,6.9,7.4,0,QC_Senior_1,Reviewed,MPH_001,INST_02
T0000003,OCT1577,octanate,Line_A,osmolality_mOsm_kg,2023-06-13 21:00:00,2023-06-15 13:00:00,2023-06-16 09:00:00,309.1905,mOsm/kg,270.0,320.0,0,QC_Analyst_A,Reviewed,MOSM_001,INST_01
T0000004,OCT1577,octanate,Line_A,fill_volume_ml,2023-06-13 07:00:00,2023-06-13 11:00:00,2023-06-14 00:00:00,9.8076,ml,9.5,10.5,0,QC_Senior_2,Reviewed,MFIL_001,INST_02
T0000005,OCT1577,octanate,Line_A,particulates_per_ml,2023-06-13 14:00:00,2023-06-14 04:00:00,2023-06-15 04:00:00,19.4177,count/ml,0.0,50.0,0,QC_Analyst_C,Reviewed,MPAR_001,INST_02
T0000006,OCT1577,octanate,Line_A,endotoxin_eu_ml,2023-06-13 20:00:00,2023-06-14 04:00:00,2023-06-14 07:00:00,0.1966,EU/ml,0.0,0.5,0,QC_Analyst_C,Reviewed,MEND_001,INST_04
T0000007,OCT1577,octanate,Line_A,protein_mg_ml,2023-06-14 07:00:00,2023-06-14 18:00:00,2023-06-15 17:00:00,8.1679,mg/ml,7.0,10.0,0,QC_Analyst_A,Reviewed,MPRO_001,INST_05
T0000001,FIB1578,fibryga,Line_B,assay_percent,2023-06-13 09:00:00,2023-06-13 13:00:00,2023-06-14 06:00:00,104.462,%,95.0,110.0,0,QC_Analyst_C,Reviewed,MASS_001,INST_05
T0000002,FIB1578,fibryga,Line_B,pH,2023-06-13 16:00:00,2023-06-13 19:00:00,2023-06-14 09:00:00,7.3752,pH,6.9,7.4,0,QC_Senior_2,Reviewed,MPH_001,INST_05
